word_id,word,variants,ja,audio,audio_out
w_front,front,,前、正面,front.mp3,済
w_fun,fun,,楽しみ、楽しい,fun.mp3,済
w_glad,glad,,うれしい,glad.mp3,済
w_grandparent,grandparent,,祖父母,grandparent.mp3,済
w_helmet,helmet,,ヘルメット,helmet.mp3,済
w_honestly,honestly,,正直に、正直なところ,honestly.mp3,済
w_hungry,hungry,,お腹がすいた,hungry.mp3,済
w_hurry,hurry,,急ぐ,hurry.mp3,済
w_important,important,,大切な、重要な,important.mp3,済
w_impressive,impressive,,印象的な、すごい,impressive.mp3,済
w_instead,instead,,その代わりに,instead.mp3,済
w_interest,interest,,興味、〜に興味を持たせる（interestingは面白い）,interest.mp3,済
w_job,job,,仕事,job.mp3,済
w_keep,keep,,保つ、〜し続ける,keep.mp3,済
w_last,last,,最後の、この前の、続く,last.mp3,済
w_late,late,,遅い、遅れて,late.mp3,済
w_look,look,,見る、〜に見える,look.mp3,済
w_lovely,lovely,,すてきな、かわいらしい,lovely.mp3,済
w_lucky,lucky,,運がいい,lucky.mp3,済
w_meet,meet,,会う,meet.mp3,済
w_minute,minute,,分,minute.mp3,済
w_month,month,,月（つき）,month.mp3,済
w_more,more,,もっと、より多くの,more.mp3,済
w_move,move,,動く、引っ越す,move.mp3,済
w_must,must,,〜しなければならない、〜にちがいない,must.mp3,済
w_next,next,,次の,next.mp3,済
w_nurse,nurse,,看護師,nurse.mp3,済
w_ocean,ocean,,海、大洋,ocean.mp3,済
w_office,office,,オフィス、事務所,office.mp3,済
w_paint,paint,,（絵を）描く、ペンキを塗る,paint.mp3,済
w_pair,pair,,ペア、1組,pair.mp3,済
w_photo,photo,,写真,photo.mp3,済
w_plan,plan,,計画、計画する,plan.mp3,済
w_price,price,,値段、価格,price.mp3,済
w_principal,principal,,校長,principal.mp3,済
w_probably,probably,,たぶん、おそらく,probably.mp3,済
w_remember,remember,,覚えている、思い出す,remember.mp3,済
w_remind,remind,,思い出させる,remind.mp3,済
w_rise,rise,,昇る、上がる,rise.mp3,済
w_rock,rock,,岩、ロック（音楽）,rock.mp3,済
w_roll,roll,,転がる、転がす,roll.mp3,済
w_scare,scare,,怖がらせる（scaredは怖がって）,scare.mp3,済
w_science,science,,科学、理科,science.mp3,済
w_season,season,,季節,season.mp3,済
w_shall,shall,,〜しましょうか、〜だろう,shall.mp3,済
w_sick,sick,,病気の、気分が悪い,sick.mp3,済
w_singer,singer,,歌手,singer.mp3,済
w_somewhere,somewhere,,どこかに,somewhere.mp3,済
w_soon,soon,,すぐに、まもなく,soon.mp3,済
w_sound,sound,,〜に聞こえる、音,sound.mp3,済
w_spell,spell,,つづる、スペルを言う,spell.mp3,済
w_stamp,stamp,,切手、スタンプ,stamp.mp3,済
w_stand,stand,,立つ、我慢する,stand.mp3,済
w_straight,straight,,まっすぐ（な）、続けて,straight.mp3,済
w_strange,strange,,変な、奇妙な,strange.mp3,済
w_subject,subject,,教科、話題,subject.mp3,済
w_sun,sun,,太陽,sun.mp3,済
w_team,team,,チーム,team.mp3,済
w_then,then,,それから、その時,then.mp3,済
w_tonight,tonight,,今夜,tonight.mp3,済
w_touch,touch,,さわる、触れる,touch.mp3,済
w_true,true,,本当の、真実の,true.mp3,済
w_turn,turn,,順番、曲がる、回す,turn.mp3,済
w_visit,visit,,訪れる,visit.mp3,済
w_voice,voice,,声,voice.mp3,済
w_wake,wake,,起きる、目を覚ます,wake.mp3,済
w_wallet,wallet,,財布,wallet.mp3,済
w_weather,weather,,天気,weather.mp3,済
w_week,week,,週,week.mp3,済
w_welcome,welcome,,ようこそ、歓迎する,welcome.mp3,済
w_wet,wet,,ぬれた、湿った,wet.mp3,済
w_whom,whom,,誰を、誰に,whom.mp3,済
w_whose,whose,,誰の,whose.mp3,済
w_wow,wow,,わあ、すごい,wow.mp3,済
w_forgot,forgot,,忘れた,forgot.mp3,済
w_went,went,,行った,went.mp3,済
w_left,left,,去った、残した（leaveの過去）,left.mp3,済
w_lost,lost,,失った、負けた（loseの過去）,lost.mp3,済
w_slept,slept,,眠った（sleepの過去）,slept.mp3,済
w_spoke,spoke,,話した（speakの過去）,spoke.mp3,済
w_took,took,,取った、（時間が）かかった（takeの過去）,took.mp3,済
w_won,won,,勝った（winの過去）,won.mp3,済
w_across,across,,〜を横切って、向こう側に,across.mp3,済
w_amaze,amaze,,驚かせる（amazingはすごい・驚くべき）,amaze.mp3,済
w_among,among,,〜の間で（3つ以上）,among.mp3,済
w_attend,attend,,出席する、参加する,attend.mp3,済
w_begin,begin,,始まる、始める,begin.mp3,済
w_behind,behind,,〜の後ろに,behind.mp3,済
w_between,between,,〜の間に（2つ）,between.mp3,済
w_change,change,,変える、変わる、おつり,change.mp3,済
w_classical,classical,,クラシックの、古典的な,classical.mp3,済
w_cloud,cloud,,雲,cloud.mp3,済
w_cooler,cooler,,より涼しい（coolの比較級）,cooler.mp3,済
w_cream,cream,,クリーム,cream.mp3,済
w_dangerous,dangerous,,危険な,dangerous.mp3,済
w_dark,dark,,暗い、濃い,dark.mp3,済
w_deli,deli,,デリ、惣菜店,deli.mp3,済
w_easy,easy,,簡単な、楽な,easy.mp3,済
w_explain,explain,,説明する,explain.mp3,済
w_few,few,,少しの、ほとんどない,few.mp3,済
w_forest,forest,,森,forest.mp3,済
w_gate,gate,,門、ゲート,gate.mp3,済
w_heavy,heavy,,重い、激しい,heavy.mp3,済
w_hike,hike,,ハイキング（する）,hike.mp3,済
w_hope,hope,,望む、希望,hope.mp3,済
w_horror,horror,,恐怖、ホラー,horror.mp3,済
w_hospital,hospital,,病院,hospital.mp3,済
w_ice,ice,,氷,ice.mp3,済
w_if,if,,もし〜なら,if.mp3,済
w_join,join,,参加する、加わる,join.mp3,済
w_july,July,,7月,July.mp3,済
w_kid,kid,,子ども,kid.mp3,済
w_lake,lake,,湖,lake.mp3,済
w_live,live,,住む、生きる,live.mp3,済
w_midnight,midnight,,真夜中,midnight.mp3,済
w_near,near,,〜の近くに,near.mp3,済
w_nobody,nobody,,誰も〜ない,nobody.mp3,済
w_noise,noise,,物音、騒音,noise.mp3,済
w_noisy,noisy,,うるさい、騒がしい,noisy.mp3,済
w_parent,parent,,親,parent.mp3,済
w_pay,pay,,払う,pay.mp3,済
w_point,point,,点、要点、指さす,point.mp3,済
w_popular,popular,,人気のある,popular.mp3,済
w_prepare,prepare,,準備する,prepare.mp3,済
w_puzzle,puzzle,,パズル,puzzle.mp3,済
w_rainy,rainy,,雨の,rainy.mp3,済
w_recommend,recommend,,すすめる、推薦する,recommend.mp3,済
w_refrigerator,refrigerator,,冷蔵庫,refrigerator.mp3,済
w_reply,reply,,返事（する）,reply.mp3,済
w_restaurant,restaurant,,レストラン,restaurant.mp3,済
w_set,set,,セットする、置く、（太陽が）沈む,set.mp3,済
w_since,since,,〜以来、〜なので,since.mp3,済
w_skip,skip,,スキップする、飛ばす,skip.mp3,済
w_snow,snow,,雪、雪が降る,snow.mp3,済
w_solve,solve,,解く、解決する,solve.mp3,済
w_stop,stop,,止まる、やめる,stop.mp3,済
w_street,street,,通り、道,street.mp3,済
w_sunlight,sunlight,,日光,sunlight.mp3,済
w_through,through,,〜を通って、〜を通り抜けて,through.mp3,済
w_towards,towards,,〜のほうへ、〜に向かって,towards.mp3,済
w_town,town,,町,town.mp3,済
w_tunnel,tunnel,,トンネル,tunnel.mp3,済
w_until,until,,〜まで（ずっと）,until.mp3,済
w_while,while,,〜の間、〜する間に,while.mp3,済
w_within,within,,〜以内に、〜の中に,within.mp3,済
w_wonder,wonder,,〜かなと思う、不思議に思う,wonder.mp3,済
w_born,born,,生まれた（be bornで生まれる）,born.mp3,済
w_became,became,,〜になった,became.mp3,済
w_came,came,,来た,came.mp3,済
w_got,got,,手に入れた、〜になった,got.mp3,済
w_had,had,,持っていた、〜した（haveの過去）,had.mp3,済
w_ran,ran,,走った,ran.mp3,済
w_said,said,,言った,said.mp3,済
w_seen,seen,,見た（seeの過去分詞）,seen.mp3,済
w_sat,sat,,座った,sat.mp3,済
w_stood,stood,,立った,stood.mp3,済
w_swam,swam,,泳いだ,swam.mp3,済
w_thought,thought,,思った、考えた,thought.mp3,済
w_bananas,bananas,,banana（バナナ）の複数形,bananas.mp3,済
w_pens,pens,,pen（ペン）の複数形,pens.mp3,済
w_books,books,,book（本）の複数形,books.mp3,済
w_amazing,amazing,,amaze（驚かせる）のing形,amazing.mp3,済
w_animals,animals,,animal（動物）の複数形,animals.mp3,済
w_answered,answered,,answer（答え、答える）の過去形,answered.mp3,済
w_apples,apples,,apple（りんご）の複数形,apples.mp3,済
w_asked,asked,,ask（訪ねる、お願いする）の過去形,asked.mp3,済
w_ate,ate,,eat（食べる）の過去形,ate.mp3,済
w_attending,attending,,attend（出席する、参加する）のing形,attending.mp3,済
w_bags,bags,,bag（バッグ）の複数形,bags.mp3,済
w_beds,beds,,bed（ベッド）の複数形,beds.mp3,済
w_begins,begins,,begin（始まる、始める）の三単現,begins.mp3,済
w_birds,birds,,bird（鳥）の複数形,birds.mp3,済
w_borrowed,borrowed,,borrow（借りる）の過去形,borrowed.mp3,済
w_bought,bought,,buy（買う）の過去形,bought.mp3,済
w_brothers,brothers,,brother（兄弟）の複数形,brothers.mp3,済
w_cakes,cakes,,cake（ケーキ）の複数形,cakes.mp3,済
w_called,called,,call（呼ぶ、電話する）の過去形,called.mp3,済
w_calls,calls,,call（呼ぶ、電話する）の三単現,calls.mp3,済
w_cats,cats,,cat（猫）の複数形,cats.mp3,済
w_chairs,chairs,,chair（いす）の複数形,chairs.mp3,済
w_changed,changed,,change（変える、変わる、おつり）の過去形,changed.mp3,済
w_chocolates,chocolates,,chocolate（チョコ）の複数形,chocolates.mp3,済
w_classmates,classmates,,classmate（クラスメート）の複数形,classmates.mp3,済
w_classrooms,classrooms,,classroom（教室）の複数形,classrooms.mp3,済
w_cleaned,cleaned,,clean（掃除する）の過去形,cleaned.mp3,済
w_cleans,cleans,,clean（掃除する）の三単現,cleans.mp3,済
w_clouds,clouds,,cloud（雲）の複数形,clouds.mp3,済
w_coffees,coffees,,coffee（コーヒー）の複数形,coffees.mp3,済
w_collecting,collecting,,collect（集める）のing形,collecting.mp3,済
w_coming,coming,,come（来る）のing形,coming.mp3,済
w_cooked,cooked,,cook（料理する）の過去形,cooked.mp3,済
w_cooking,cooking,,cook（料理する）のing形,cooking.mp3,済
w_couches,couches,,couch（カウチ、ソファー）の複数形,couches.mp3,済
w_cousins,cousins,,cousin（いとこ）の複数形,cousins.mp3,済
w_cups,cups,,cup（カップ）の複数形,cups.mp3,済
w_days,days,,day（日）の複数形,days.mp3,済
w_desks,desks,,desk（机）の複数形,desks.mp3,済
w_dishes,dishes,,dish（皿）の複数形,dishes.mp3,済
w_doctors,doctors,,doctor（医者）の複数形,doctors.mp3,済
w_dogs,dogs,,dog（犬）の複数形,dogs.mp3,済
w_dollars,dollars,,dollar（ドル）の複数形,dollars.mp3,済
w_dreams,dreams,,dream（夢）の複数形,dreams.mp3,済
w_drinks,drinks,,drink（飲む）の三単現,drinks.mp3,済
w_driving,driving,,drive（運転する）のing形,driving.mp3,済
w_eating,eating,,eat（食べる）のing形,eating.mp3,済
w_eats,eats,,eat（食べる）の三単現,eats.mp3,済
w_enjoys,enjoys,,enjoy（楽しむ）の三単現,enjoys.mp3,済
w_exercises,exercises,,exercise（運動、練習）の複数形,exercises.mp3,済
w_eyes,eyes,,eye（目）の複数形,eyes.mp3,済
w_feeling,feeling,,feel（感じる）のing形,feeling.mp3,済
w_feels,feels,,feel（感じる）の三単現,feels.mp3,済
w_finding,finding,,find（見つける）のing形,finding.mp3,済
w_finished,finished,,finish（終える、終わる）の過去形,finished.mp3,済
w_flowers,flowers,,flower（花）の複数形,flowers.mp3,済
w_forks,forks,,fork（フォーク）の複数形,forks.mp3,済
w_fridays,Fridays,,Friday（金曜日）の複数形,Fridays.mp3,済
w_friends,friends,,friend（友達）の複数形,friends.mp3,済
w_games,games,,game（ゲーム）の複数形,games.mp3,済
w_gets,gets,,get（手に入れる、～の状態になる）の三単現,gets.mp3,済
w_gives,gives,,give（与える）の三単現,gives.mp3,済
w_glasses,glasses,,glass（コップ、ガラス）の複数形,glasses.mp3,済
w_goes,goes,,go（行く）の三単現,goes.mp3,済
w_going,going,,go（行く）のing形,going.mp3,済
w_grandparents,grandparents,,grandparent（祖父母）の複数形,grandparents.mp3,済
w_grapes,grapes,,grape（ぶどう）の複数形,grapes.mp3,済
w_hamburgers,hamburgers,,hamburger（ハンバーガー）の複数形,hamburgers.mp3,済
w_hands,hands,,hand（手）の複数形,hands.mp3,済
w_has,has,,have（持っている）の三単現,has.mp3,済
w_having,having,,have（持っている）のing形,having.mp3,済
w_helping,helping,,help（助ける、手伝う）のing形,helping.mp3,済
w_helps,helps,,help（助ける、手伝う）の三単現,helps.mp3,済
w_hotels,hotels,,hotel（ホテル）の複数形,hotels.mp3,済
w_hung_out,hung out,,hang out（遊ぶ）の過去形,hung out.mp3,済
w_interesting,interesting,,interest（興味、〜に興味を持たせる）のing形,interesting.mp3,済
w_issues,issues,,issue（問題、課題）の複数形,issues.mp3,済
w_joining,joining,,join（参加する、加わる）のing形,joining.mp3,済
w_kids,kids,,kid（子ども）の複数形,kids.mp3,済
w_knows,knows,,know（知っている）の三単現,knows.mp3,済
w_languages,languages,,language（言語、ことば）の複数形,languages.mp3,済
w_laughing,laughing,,laugh（笑う）のing形,laughing.mp3,済
w_learning,learning,,learn（学ぶ、覚える）のing形,learning.mp3,済
w_leaves,leaves,,leave（去る、出発する、置いていく）の三単現,leaves.mp3,済
w_letters,letters,,letter（手紙）の複数形,letters.mp3,済
w_libraries,libraries,,library（図書館）の複数形,libraries.mp3,済
w_likes,likes,,like（好き、～みたい）の複数形,likes.mp3,済
w_listened,listened,,listen（(注意して)聞く）の過去形,listened.mp3,済
w_lived,lived,,live（住む、生きる）の過去形,lived.mp3,済
w_looked,looked,,look（見る、〜に見える）の過去形,looked.mp3,済
w_looks,looks,,look（見る、〜に見える）の三単現,looks.mp3,済
w_loves,loves,,love（大好き）の複数形,loves.mp3,済
w_makes,makes,,make（つくる）の三単現,makes.mp3,済
w_means,means,,mean（意味する）の三単現,means.mp3,済
w_meeting,meeting,,meet（会う）のing形,meeting.mp3,済
w_mistakes,mistakes,,mistake（間違い、ミス）の複数形,mistakes.mp3,済
w_mondays,Mondays,,Monday（月曜日）の複数形,Mondays.mp3,済
w_monkeys,monkeys,,monkey（猿）の複数形,monkeys.mp3,済
w_movies,movies,,movie（映画）の複数形,movies.mp3,済
w_needs,needs,,need（必要）の複数形,needs.mp3,済
w_notebooks,notebooks,,notebook（ノート）の複数形,notebooks.mp3,済
w_opened,opened,,open（開ける）の過去形,opened.mp3,済
w_oranges,oranges,,orange（オレンジ）の複数形,oranges.mp3,済
w_painting,painting,,paint（描く、ペンキを塗る）のing形,painting.mp3,済
w_parents,parents,,parent（親）の複数形,parents.mp3,済
w_parks,parks,,park（公園）の複数形,parks.mp3,済
w_passed,passed,,pass（渡す、通る、合格する）の過去形,passed.mp3,済
w_pencils,pencils,,pencil（鉛筆）の複数形,pencils.mp3,済
w_pictures,pictures,,picture（写真）の複数形,pictures.mp3,済
w_played,played,,play（プレイする）の過去形,played.mp3,済
w_playing,playing,,play（プレイする）のing形,playing.mp3,済
w_plays,plays,,play（プレイする）の三単現,plays.mp3,済
w_points,points,,point（点、要点、指さす）の複数形,points.mp3,済
w_potatoes,potatoes,,potato（じゃがいも）の複数形,potatoes.mp3,済
w_practices,practices,,practice（練習する、練習）の三単現,practices.mp3,済
w_rained,rained,,rain（雨、雨が降る）の過去形,rained.mp3,済
w_raining,raining,,rain（雨、雨が降る）のing形,raining.mp3,済
w_rains,rains,,rain（雨、雨が降る）の複数形,rains.mp3,済
w_reading,reading,,read（読む）のing形,reading.mp3,済
w_reads,reads,,read（読む）の三単現,reads.mp3,済
w_relaxing,relaxing,,relax（リラックスする）のing形,relaxing.mp3,済
w_remembers,remembers,,remember（覚えている、思い出す）の三単現,remembers.mp3,済
w_reminds,reminds,,remind（思い出させる）の三単現,reminds.mp3,済
w_rising,rising,,rise（昇る、上がる）のing形,rising.mp3,済
w_running,running,,run（走る）のing形,running.mp3,済
w_runs,runs,,run（走る）の三単現,runs.mp3,済
w_rushed,rushed,,rush（急ぐ）の過去形,rushed.mp3,済
w_salads,salads,,salad（サラダ）の複数形,salads.mp3,済
w_sandwiches,sandwiches,,sandwich（サンドウィッチ）の複数形,sandwiches.mp3,済
w_saturdays,Saturdays,,Saturday（土曜日）の複数形,Saturdays.mp3,済
w_saving,saving,,save（守る、とっておく）のing形,saving.mp3,済
w_saw,saw,,see（見える）の過去形,saw.mp3,済
w_scared,scared,,scare（怖がらせる）の過去形,scared.mp3,済
w_seeing,seeing,,see（見える）のing形,seeing.mp3,済
w_sees,sees,,see（見える）の三単現,sees.mp3,済
w_sending,sending,,send（送る）のing形,sending.mp3,済
w_sent,sent,,send（送る）の過去形,sent.mp3,済
w_shoes,shoes,,shoe（靴）の複数形,shoes.mp3,済
w_shopping,shopping,,shop（店）のing形,shopping.mp3,済
w_shops,shops,,shop（店）の複数形,shops.mp3,済
w_singing,singing,,sing（歌う）のing形,singing.mp3,済
w_sings,sings,,sing（歌う）の三単現,sings.mp3,済
w_skills,skills,,skill（スキル、技能）の複数形,skills.mp3,済
w_sleeping,sleeping,,sleep（寝る）のing形,sleeping.mp3,済
w_sleeps,sleeps,,sleep（寝る）の三単現,sleeps.mp3,済
w_smiles,smiles,,smile（微笑む）の三単現,smiles.mp3,済
w_snacks,snacks,,snack（おやつ）の複数形,snacks.mp3,済
w_sounds,sounds,,sound（〜に聞こえる、音）の三単現,sounds.mp3,済
w_speaks,speaks,,speak（話す）の三単現,speaks.mp3,済
w_spilled,spilled,,spill（こぼす）の過去形,spilled.mp3,済
w_spoons,spoons,,spoon（スプーン）の複数形,spoons.mp3,済
w_sports,sports,,sport（スポーツ）の複数形,sports.mp3,済
w_stamps,stamps,,stamp（切手、スタンプ）の複数形,stamps.mp3,済
w_standing,standing,,stand（立つ、我慢する）のing形,standing.mp3,済
w_stars,stars,,star（星）の複数形,stars.mp3,済
w_started,started,,start（始める、始まる）の過去形,started.mp3,済
w_starts,starts,,start（始める、始まる）の三単現,starts.mp3,済
w_stations,stations,,station（駅）の複数形,stations.mp3,済
w_stayed,stayed,,stay（滞在する）の過去形,stayed.mp3,済
w_staying,staying,,stay（滞在する）のing形,staying.mp3,済
w_steaks,steaks,,steak（ステーキ）の複数形,steaks.mp3,済
w_stopped,stopped,,stop（止まる、やめる）の過去形,stopped.mp3,済
w_stories,stories,,story（ストーリー）の複数形,stories.mp3,済
w_strangers,strangers,,stranger（知らない人）の複数形,strangers.mp3,済
w_students,students,,student（学生）の複数形,students.mp3,済
w_studied,studied,,study（勉強する）の過去形,studied.mp3,済
w_studies,studies,,study（勉強する）の三単現,studies.mp3,済
w_studying,studying,,study（勉強する）のing形,studying.mp3,済
w_sundays,Sundays,,Sunday（日曜日）の複数形,Sundays.mp3,済
w_surprised,surprised,,surprise（驚かせる）の過去形,surprised.mp3,済
w_swimming,swimming,,swim（泳ぐ）のing形,swimming.mp3,済
w_tables,tables,,table（テーブル）の複数形,tables.mp3,済
w_takes,takes,,take（とる）の三単現,takes.mp3,済
w_taking,taking,,take（とる）のing形,taking.mp3,済
w_talking,talking,,talk（話す）のing形,talking.mp3,済
w_talks,talks,,talk（話す）の三単現,talks.mp3,済
w_teachers,teachers,,teacher（先生）の複数形,teachers.mp3,済
w_teaches,teaches,,teach（教える）の三単現,teaches.mp3,済
w_teeth,teeth,,tooth（歯）の複数形,teeth.mp3,済
w_thanks,thanks,,thank（感謝する）の三単現,thanks.mp3,済
w_things,things,,thing（もの、こと）の複数形,things.mp3,済
w_thursdays,Thursdays,,Thursday（木曜日）の複数形,Thursdays.mp3,済
w_towels,towels,,towel（タオル）の複数形,towels.mp3,済
w_trees,trees,,tree（木）の複数形,trees.mp3,済
w_tuesdays,Tuesdays,,Tuesday（火曜日）の複数形,Tuesdays.mp3,済
w_tulips,tulips,,tulip（チューリップ）の複数形,tulips.mp3,済
w_using,using,,use（使う）のing形,using.mp3,済
w_video_games,video games,,video game（テレビゲーム）の複数形,video games.mp3,済
w_visited,visited,,visit（訪れる）の過去形,visited.mp3,済
w_visiting,visiting,,visit（訪れる）のing形,visiting.mp3,済
w_waiting,waiting,,wait（待つ）のing形,waiting.mp3,済
w_walked,walked,,walk（歩く）の過去形,walked.mp3,済
w_walking,walking,,walk（歩く）のing形,walking.mp3,済
w_walks,walks,,walk（歩く）の三単現,walks.mp3,済
w_wanted,wanted,,want（欲している）の過去形,wanted.mp3,済
w_wants,wants,,want（欲している）の三単現,wants.mp3,済
w_washed,washed,,wash（洗う）の過去形,washed.mp3,済
w_watching,watching,,watch（見る）のing形,watching.mp3,済
w_wears,wears,,wear（身につける、着る）の三単現,wears.mp3,済
w_wednesdays,Wednesdays,,Wednesday（水曜日）の複数形,Wednesdays.mp3,済
w_weekends,weekends,,weekend（週末）の複数形,weekends.mp3,済
w_windows,windows,,window（窓）の複数形,windows.mp3,済
w_wins,wins,,win（勝つ）の三単現,wins.mp3,済
w_working,working,,work（はたらく）のing形,working.mp3,済
w_works,works,,work（はたらく）の三単現,works.mp3,済
w_am,am,,〜です、〜である（be動詞）,am.mp3,済
w_an,an,,1つの（aの変形）,an.mp3,済
w_and,and,,〜と、そして,and.mp3,済
w_are,are,,〜です、〜である（be動詞）,are.mp3,済
w_by,by,,〜によって、〜のそばに,by.mp3,済
w_as,as,,〜として、〜のように,as.mp3,済
w_at,at,,〜で、〜に（場所・時）,at.mp3,済
w_be,be,,〜である、〜になる,be.mp3,済
w_can,can,,〜できる,can.mp3,済
w_did,did,,〜した（doの過去）,did.mp3,済
w_do,do,,する,do.mp3,済
w_does,does,,する（三単現）,does.mp3,済
w_is,is,,〜です、〜である（be動詞）,is.mp3,済
w_it,it,,それ,it.mp3,済
w_its,its,,それの,its.mp3,済
w_no,no,,いいえ、〜がない,no.mp3,済
w_not,not,,〜ない,not.mp3,済
w_of,of,,〜の,of.mp3,済
w_ok,OK,,オーケー、いいよ,OK.mp3,済
w_to,to,,〜へ、〜すること,to.mp3,済
w_us,us,,私たちを、私たちに,us.mp3,済
w_yes,yes,,はい,yes.mp3,済
w_me,me,,私を、私に,me.mp3,済
w_my,my,,私の,my.mp3,済
w_his,his,,彼の、彼のもの,his.mp3,済
w_him,him,,彼を、彼に,him.mp3,済
w_off,off,,離れて、（スイッチが）切れて,off.mp3,済
w_on,on,,〜の上に、（スイッチが）ついて,on.mp3,済
w_our,our,,私たちの,our.mp3,済
w_ours,ours,,私たちのもの,ours.mp3,済
w_over,over,,〜の上に、〜を越えて、終わって,over.mp3,済
w_the,the,,その,the.mp3,済
w_their,their,,彼らの,their.mp3,済
w_theirs,theirs,,彼らのもの,theirs.mp3,済
w_them,them,,彼らを、彼らに,them.mp3,済
w_they,they,,彼らは,they.mp3,済
w_would,would,,〜だろう、〜するつもりだった,would.mp3,済
w_your,your,,あなたの,your.mp3,済
w_yours,yours,,あなたのもの,yours.mp3,済
w_mr,mr,,〜さん（男性の敬称、Mr.）,mr.mp3,済
w_aren_t,aren't,,〜ではない（are not）,aren't.mp3,済
w_brother_s,brother's,,兄／弟の,brother's.mp3,済
w_can_t,can't,,〜できない（cannot）,can't.mp3,済
w_doesn_t,doesn't,,〜しない（does not）,doesn't.mp3,済
w_dog_s,dog's,,犬の,dog's.mp3,済
w_don_t,don't,,〜しない（do not）,don't.mp3,済
w_he_s,he's,,彼は〜です（he is / he has）,he's.mp3,済
w_i_ll,i'll,,私は〜するつもり（I will）,i'll.mp3,済
w_i_m,i'm,,私は〜です（I am）,i'm.mp3,済
w_isn_t,isn't,,〜ではない（is not）,isn't.mp3,済
w_it_s,it's,,それは〜です（it is / it has）,it's.mp3,済
w_let_s,let's,,〜しよう（let us）,let's.mp3,済
w_mary_s,mary's,,メアリーの,mary's.mp3,済
w_nobody_s,nobody's,,誰も〜ない（nobody is）,nobody's.mp3,済
w_she_ll,she'll,,彼女は〜するつもり（she will）,she'll.mp3,済
w_she_s,she's,,彼女は〜です（she is / she has）,she's.mp3,済
w_that_s,that's,,それは〜です（that is）,that's.mp3,済
w_they_re,they're,,彼らは〜です（they are）,they're.mp3,済
w_tomorrow_s,tomorrow's,,明日の,tomorrow's.mp3,済
w_we_re,we're,,私たちは〜です（we are）,we're.mp3,済
w_what_s,what's,,何が〜、〜は何（what is）,what's.mp3,済
w_where_s,where's,,どこに〜（where is）,where's.mp3,済
w_won_t,won't,,〜しないだろう（will not）,won't.mp3,済
w_you_re,you're,,あなたは〜です（you are）,you're.mp3,済
w_didn_t,didn't,,〜しなかった（did not）,didn't.mp3,済
w_mustn_t,mustn't,,〜してはいけない（must not）,mustn't.mp3,済
w_shouldn_t,shouldn't,,〜すべきでない（should not）,shouldn't.mp3,済
w_wasn_t,wasn't,,〜ではなかった（was not）,wasn't.mp3,済
w_couldn_t,couldn't,,〜できなかった（could not）,couldn't.mp3,済
w_haven_t,haven't,,〜していない、持っていない（have not）,haven't.mp3,済
w_we_ll,we'll,,私たちは〜するつもり（we will）,we'll.mp3,済
w_weren_t,weren't,,〜ではなかった（were not）,weren't.mp3,済
w_you_ll,you'll,,あなたは〜するつもり（you will）,you'll.mp3,済
w_mary,mary,,メアリー（人の名前）,mary.mp3,済
w_tom,tom,,トム（人の名前）,tom.mp3,済
w_i,I,,私,i.mp3,済
w_a,a,,（ひとつの）,a.mp3,済
w_were,were,,areの過去形,were.mp3,済
w_doing,doing,,doのing形,doing.mp3,済
w_been,been,,be動詞（である、いる）の過去分詞,been.mp3,済
w_gone,gone,,go（行く）の過去分詞,gone.mp3,済
w_eaten,eaten,,eat（食べる）の過去分詞,eaten.mp3,済
w_known,known,,know（知っている）の過去分詞,known.mp3,済
w_taken,taken,,take（とる）の過去分詞,taken.mp3,済
w_written,written,,write（書く）の過去分詞,written.mp3,済
w_spoken,spoken,,speak（話す）の過去分詞,spoken.mp3,済
w_stolen,stolen,,steal（盗む）の過去分詞,stolen.mp3,済
w_ridden,ridden,,ride（乗る）の過去分詞,ridden.mp3,済
w_gave,gave,,give（あげる）の過去形,gave.mp3,済
w_found,found,,find（見つける）の過去形,found.mp3,済
w_heard,heard,,hear（聞こえる）の過去形,heard.mp3,済
w_kept,kept,,keep（保つ）の過去形,kept.mp3,済
w_arrived,arrived,,arrive（到着する）の過去形,arrived.mp3,済
w_bigger,bigger,,big（大きい）の比較級,bigger.mp3,済
w_biggest,biggest,,big（大きい）の最上級,biggest.mp3,済
w_cloudy,cloudy,,cloud（雲）の形容詞形（曇りの）,cloudy.mp3,済
w_cookies,cookies,,cookie（クッキー）の複数形,cookies.mp3,済
w_earlier,earlier,,early（早い）の比較級,earlier.mp3,済
w_easier,easier,,easy（簡単な、楽な）の比較級,easier.mp3,済
w_getting,getting,,get（手に入れる、～の状態になる）のing形,getting.mp3,済
w_harder,harder,,hard（ハードに、一生懸命、厳しく）の比較級,harder.mp3,済
w_leaving,leaving,,leave（去る、出発する、置いていく）のing形,leaving.mp3,済
w_listening,listening,,listen（（注意して）聞く）のing形,listening.mp3,済
w_locked,locked,,lock（鍵をかける）の過去形,locked.mp3,済
w_looking,looking,,look（見る、〜に見える）のing形,looking.mp3,済
w_loved,loved,,love（大好き、愛する）の過去形,loved.mp3,済
w_painted,painted,,paint（（絵を）描く、ペンキを塗る）の過去形,painted.mp3,済
w_showed,showed,,show（見せる）の過去形,showed.mp3,済
w_softer,softer,,soft（柔らかい）の比較級,softer.mp3,済
w_solved,solved,,solve（解く、解決する）の過去形,solved.mp3,済
